"School Year","Division Number","Division Name","Subject","English Learner","Test Level","Test Source","Test","Pass Advanced Count","Pass Proficient Count","Fail Count","Pass Count","Total Count","Pass Advanced Rate","Pass Proficient Rate","Fail Rate","Pass Rate","Average SOL Scaled Score"
"2008-2009","15","Buckingham County","English:Reading","N","Grade 8","SOL","English Reading","26","89","40","115","155","16.77","57.42","25.81","74.19","445"
"2008-2009","103","Buena Vista City","English:Reading","N","Grade 3","SOL","English Reading","13","57","10","70","80","16.25","71.25","12.50","87.50","455"
"2008-2009","103","Buena Vista City","English:Reading","N","Grade 4","SOL","English Reading","33","44","12","77","89","37.08","49.44","13.48","86.52","480"
"2008-2009","103","Buena Vista City","English:Reading","N","Grade 5","SOL","English Reading","18","51","5","69","74","24.32","68.92","6.76","93.24","469"
"2008-2009","103","Buena Vista City","English:Reading","N","Grade 6","SOL","English Reading","35","48","8","83","91","38.46","52.75","8.79","91.21","479"
"2008-2009","103","Buena Vista City","English:Reading","N","Grade 7","SOL","English Reading","39","23","12","62","74","52.70","31.08","16.22","83.78","490"
"2008-2009","103","Buena Vista City","English:Reading","N","Grade 8","SOL","English Reading","30","35","14","65","79","37.97","44.30","17.72","82.28","476"
"2008-2009","16","Campbell County","English:Reading","N","Grade 3","SOL","English Reading","178","280","115","458","573","31.06","48.87","20.07","79.93","456"
"2008-2009","16","Campbell County","English:Reading","N","Grade 4","SOL","English Reading","220","265","61","485","546","40.29","48.53","11.17","88.83","481"
"2008-2009","16","Campbell County","English:Reading","N","Grade 5","SOL","English Reading","133","398","65","531","596","22.32","66.78","10.91","89.09","463"
"2008-2009","16","Campbell County","English:Reading","N","Grade 6","SOL","English Reading","206","308","82","514","596","34.56","51.68","13.76","86.24","469"
"2008-2009","16","Campbell County","English:Reading","N","Grade 7","SOL","English Reading","259","262","71","521","592","43.75","44.26","11.99","88.01","482"
"2008-2009","16","Campbell County","English:Reading","N","Grade 8","SOL","English Reading","244","316","110","560","670","36.42","47.16","16.42","83.58","474"
"2008-2009","16","Campbell County","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","494"
"2008-2009","16","Campbell County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","16","Campbell County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","433"
"2008-2009","16","Campbell County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","16","Campbell County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","16","Campbell County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","369"
"2008-2009","17","Caroline County","English:Reading","N","Grade 3","SOL","English Reading","99","165","46","264","310","31.94","53.23","14.84","85.16","466"
"2008-2009","17","Caroline County","English:Reading","N","Grade 4","SOL","English Reading","137","138","25","275","300","45.67","46.00","8.33","91.67","489"
"2008-2009","17","Caroline County","English:Reading","N","Grade 5","SOL","English Reading","101","126","18","227","245","41.22","51.43","7.35","92.65","493"
"2008-2009","17","Caroline County","English:Reading","N","Grade 6","SOL","English Reading","63","122","57","185","242","26.03","50.41","23.55","76.45","451"
"2008-2009","17","Caroline County","English:Reading","N","Grade 7","SOL","English Reading","78","141","47","219","266","29.32","53.01","17.67","82.33","461"
"2008-2009","17","Caroline County","English:Reading","N","Grade 8","SOL","English Reading","90","145","53","235","288","31.25","50.35","18.40","81.60","468"
"2008-2009","17","Caroline County","English:Reading","Y","Grade 3","SOL","English Reading","2","5","3","7","10","20.00","50.00","30.00","70.00","425"
"2008-2009","17","Caroline County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","474"
"2008-2009","17","Caroline County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","508"
"2008-2009","17","Caroline County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","427"
"2008-2009","17","Caroline County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","474"
"2008-2009","17","Caroline County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","18","Carroll County","English:Reading","N","Grade 3","SOL","English Reading","90","146","41","236","277","32.49","52.71","14.80","85.20","466"
"2008-2009","18","Carroll County","English:Reading","N","Grade 4","SOL","English Reading","123","139","33","262","295","41.69","47.12","11.19","88.81","490"
"2008-2009","18","Carroll County","English:Reading","N","Grade 5","SOL","English Reading","106","138","19","244","263","40.30","52.47","7.22","92.78","497"
"2008-2009","18","Carroll County","English:Reading","N","Grade 6","SOL","English Reading","99","154","22","253","275","36.00","56.00","8.00","92.00","479"
"2008-2009","18","Carroll County","English:Reading","N","Grade 7","SOL","English Reading","108","140","24","248","272","39.71","51.47","8.82","91.18","480"
"2008-2009","18","Carroll County","English:Reading","N","Grade 8","SOL","English Reading","94","193","54","287","341","27.57","56.60","15.84","84.16","465"
"2008-2009","18","Carroll County","English:Reading","Y","Grade 3","SOL","English Reading","2","9","2","11","13","15.38","69.23","15.38","84.62","456"
"2008-2009","18","Carroll County","English:Reading","Y","Grade 4","SOL","English Reading","2","5","3","7","10","20.00","50.00","30.00","70.00","457"
"2008-2009","18","Carroll County","English:Reading","Y","Grade 5","SOL","English Reading","5","9","2","14","16","31.25","56.25","12.50","87.50","462"
"2008-2009","18","Carroll County","English:Reading","Y","Grade 6","SOL","English Reading","3","8","4","11","15","20.00","53.33","26.67","73.33","453"
"2008-2009","18","Carroll County","English:Reading","Y","Grade 7","SOL","English Reading","0","8","4","8","12",".00","66.67","33.33","66.67","424"
"2008-2009","18","Carroll County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","11","<","<",">50","<50","389"
"2008-2009","19","Charles City County","English:Reading","N","Grade 3","SOL","English Reading","12","33","17","45","62","19.35","53.23","27.42","72.58","434"
"2008-2009","19","Charles City County","English:Reading","N","Grade 4","SOL","English Reading","13","21","11","34","45","28.89","46.67","24.44","75.56","451"
"2008-2009","19","Charles City County","English:Reading","N","Grade 5","SOL","English Reading","21","40","7","61","68","30.88","58.82","10.29","89.71","474"
"2008-2009","19","Charles City County","English:Reading","N","Grade 6","SOL","English Reading","9","25","16","34","50","18.00","50.00","32.00","68.00","441"
"2008-2009","19","Charles City County","English:Reading","N","Grade 7","SOL","English Reading","11","25","9","36","45","24.44","55.56","20.00","80.00","454"
"2008-2009","19","Charles City County","English:Reading","N","Grade 8","SOL","English Reading","10","36","8","46","54","18.52","66.67","14.81","85.19","445"
"2008-2009","19","Charles City County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","19","Charles City County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","20","Charlotte County","English:Reading","N","Grade 3","SOL","English Reading","49","73","8","122","130","37.69","56.15","6.15","93.85","480"
"2008-2009","20","Charlotte County","English:Reading","N","Grade 4","SOL","English Reading","62","69","7","131","138","44.93","50.00","5.07","94.93","501"
"2008-2009","20","Charlotte County","English:Reading","N","Grade 5","SOL","English Reading","59","65","5","124","129","45.74","50.39","3.88","96.12","500"
"2008-2009","20","Charlotte County","English:Reading","N","Grade 6","SOL","English Reading","59","85","10","144","154","38.31","55.19","6.49","93.51","482"
"2008-2009","20","Charlotte County","English:Reading","N","Grade 7","SOL","English Reading","74","71","10","145","155","47.74","45.81","6.45","93.55","493"
"2008-2009","20","Charlotte County","English:Reading","N","Grade 8","SOL","English Reading","40","98","18","138","156","25.64","62.82","11.54","88.46","471"
"2008-2009","20","Charlotte County","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","20","Charlotte County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","20","Charlotte County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","20","Charlotte County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","20","Charlotte County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","104","Charlottesville City","English:Reading","N","Grade 3","SOL","English Reading","112","99","29","211","240","46.67","41.25","12.08","87.92","488"
"2008-2009","104","Charlottesville City","English:Reading","N","Grade 4","SOL","English Reading","112","108","38","220","258","43.41","41.86","14.73","85.27","492"
"2008-2009","104","Charlottesville City","English:Reading","N","Grade 5","SOL","English Reading","79","99","32","178","210","37.62","47.14","15.24","84.76","480"
"2008-2009","104","Charlottesville City","English:Reading","N","Grade 6","SOL","English Reading","84","95","32","179","211","39.81","45.02","15.17","84.83","477"
"2008-2009","104","Charlottesville City","English:Reading","N","Grade 7","SOL","English Reading","93","92","25","185","210","44.29","43.81","11.90","88.10","483"
"2008-2009","104","Charlottesville City","English:Reading","N","Grade 8","SOL","English Reading","102","82","51","184","235","43.40","34.89","21.70","78.30","475"
"2008-2009","104","Charlottesville City","English:Reading","Y","Grade 3","SOL","English Reading","6","19","5","25","30","20.00","63.33","16.67","83.33","425"
"2008-2009","104","Charlottesville City","English:Reading","Y","Grade 4","SOL","English Reading","6","13","2","19","21","28.57","61.90","9.52","90.48","470"
"2008-2009","104","Charlottesville City","English:Reading","Y","Grade 5","SOL","English Reading","5","14","3","19","22","22.73","63.64","13.64","86.36","457"
"2008-2009","104","Charlottesville City","English:Reading","Y","Grade 6","SOL","English Reading","2","17","5","19","24","8.33","70.83","20.83","79.17","441"
"2008-2009","104","Charlottesville City","English:Reading","Y","Grade 7","SOL","English Reading","3","10","5","13","18","16.67","55.56","27.78","72.22","439"
"2008-2009","104","Charlottesville City","English:Reading","Y","Grade 8","SOL","English Reading","2","7","3","9","12","16.67","58.33","25.00","75.00","435"
"2008-2009","136","Chesapeake City","English:Reading","N","Grade 3","SOL","English Reading","920","1,344","287","2,264","2,551","36.06","52.69","11.25","88.75","476"
"2008-2009","136","Chesapeake City","English:Reading","N","Grade 4","SOL","English Reading","1,301","1,069","207","2,370","2,577","50.49","41.48","8.03","91.97","495"
"2008-2009","136","Chesapeake City","English:Reading","N","Grade 5","SOL","English Reading","1,093","1,411","144","2,504","2,648","41.28","53.29","5.44","94.56","494"
"2008-2009","136","Chesapeake City","English:Reading","N","Grade 6","SOL","English Reading","979","1,518","308","2,497","2,805","34.90","54.12","10.98","89.02","483"
"2008-2009","136","Chesapeake City","English:Reading","N","Grade 7","SOL","English Reading","1,356","1,260","254","2,616","2,870","47.25","43.90","8.85","91.15","491"
"2008-2009","136","Chesapeake City","English:Reading","N","Grade 8","SOL","English Reading","1,366","1,382","242","2,748","2,990","45.69","46.22","8.09","91.91","486"
"2008-2009","136","Chesapeake City","English:Reading","Y","Grade 3","SOL","English Reading","20","30","5","50","55","36.36","54.55","9.09","90.91","479"
"2008-2009","136","Chesapeake City","English:Reading","Y","Grade 4","SOL","English Reading","18","23","8","41","49","36.73","46.94","16.33","83.67","467"
"2008-2009","136","Chesapeake City","English:Reading","Y","Grade 5","SOL","English Reading","24","33","6","57","63","38.10","52.38","9.52","90.48","481"
"2008-2009","136","Chesapeake City","English:Reading","Y","Grade 6","SOL","English Reading","4","21","8","25","33","12.12","63.64","24.24","75.76","442"
"2008-2009","136","Chesapeake City","English:Reading","Y","Grade 7","SOL","English Reading","9","11","13","20","33","27.27","33.33","39.39","60.61","427"
"2008-2009","136","Chesapeake City","English:Reading","Y","Grade 8","SOL","English Reading","17","20","6","37","43","39.53","46.51","13.95","86.05","468"
"2008-2009","21","Chesterfield County","English:Reading","N","Grade 3","SOL","English Reading","1,706","1,788","401","3,494","3,895","43.80","45.91","10.30","89.70","487"
"2008-2009","21","Chesterfield County","English:Reading","N","Grade 4","SOL","English Reading","2,213","1,462","324","3,675","3,999","55.34","36.56","8.10","91.90","502"
"2008-2009","21","Chesterfield County","English:Reading","N","Grade 5","SOL","English Reading","1,845","1,999","189","3,844","4,033","45.75","49.57","4.69","95.31","500"
"2008-2009","21","Chesterfield County","English:Reading","N","Grade 6","SOL","English Reading","1,476","2,122","465","3,598","4,063","36.33","52.23","11.44","88.56","482"
"2008-2009","21","Chesterfield County","English:Reading","N","Grade 7","SOL","English Reading","2,149","1,712","329","3,861","4,190","51.29","40.86","7.85","92.15","497"
"2008-2009","21","Chesterfield County","English:Reading","N","Grade 8","SOL","English Reading","1,990","1,837","378","3,827","4,205","47.32","43.69","8.99","91.01","493"
"2008-2009","21","Chesterfield County","English:Reading","Y","Grade 3","SOL","English Reading","48","114","29","162","191","25.13","59.69","15.18","84.82","457"
"2008-2009","21","Chesterfield County","English:Reading","Y","Grade 4","SOL","English Reading","72","107","21","179","200","36.00","53.50","10.50","89.50","472"
"2008-2009","21","Chesterfield County","English:Reading","Y","Grade 5","SOL","English Reading","42","127","15","169","184","22.83","69.02","8.15","91.85","469"
"2008-2009","21","Chesterfield County","English:Reading","Y","Grade 6","SOL","English Reading","23","115","41","138","179","12.85","64.25","22.91","77.09","446"
"2008-2009","21","Chesterfield County","English:Reading","Y","Grade 7","SOL","English Reading","32","86","31","118","149","21.48","57.72","20.81","79.19","450"
"2008-2009","21","Chesterfield County","English:Reading","Y","Grade 8","SOL","English Reading","17","88","24","105","129","13.18","68.22","18.60","81.40","440"
"2008-2009","22","Clarke County","English:Reading","N","Grade 3","SOL","English Reading","49","71","18","120","138","35.51","51.45","13.04","86.96","474"
"2008-2009","22","Clarke County","English:Reading","N","Grade 4","SOL","English Reading","74","62","17","136","153","48.37","40.52","11.11","88.89","496"
"2008-2009","22","Clarke County","English:Reading","N","Grade 5","SOL","English Reading","59","80","16","139","155","38.06","51.61","10.32","89.68","485"
"2008-2009","22","Clarke County","English:Reading","N","Grade 6","SOL","English Reading","61","63","20","124","144","42.36","43.75","13.89","86.11","484"
"2008-2009","22","Clarke County","English:Reading","N","Grade 7","SOL","English Reading","93","41","8","134","142","65.49","28.87","5.63","94.37","522"
"2008-2009","22","Clarke County","English:Reading","N","Grade 8","SOL","English Reading","75","83","11","158","169","44.38","49.11","6.51","93.49","497"
"2008-2009","22","Clarke County","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","436"
"2008-2009","22","Clarke County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","449"
"2008-2009","22","Clarke County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","449"
"2008-2009","22","Clarke County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","22","Clarke County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","22","Clarke County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","202","Colonial Beach","English:Reading","N","Grade 3","SOL","English Reading","15","24","7","39","46","32.61","52.17","15.22","84.78","471"
"2008-2009","202","Colonial Beach","English:Reading","N","Grade 4","SOL","English Reading","8","22","10","30","40","20.00","55.00","25.00","75.00","444"
"2008-2009","202","Colonial Beach","English:Reading","N","Grade 5","SOL","English Reading","8","26","5","34","39","20.51","66.67","12.82","87.18","463"
"2008-2009","202","Colonial Beach","English:Reading","N","Grade 6","SOL","English Reading","17","22","6","39","45","37.78","48.89","13.33","86.67","471"
"2008-2009","202","Colonial Beach","English:Reading","N","Grade 7","SOL","English Reading","17","20","2","37","39","43.59","51.28","5.13","94.87","486"
"2008-2009","202","Colonial Beach","English:Reading","N","Grade 8","SOL","English Reading","10","20","16","30","46","21.74","43.48","34.78","65.22","443"
"2008-2009","202","Colonial Beach","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","202","Colonial Beach","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","202","Colonial Beach","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","202","Colonial Beach","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","202","Colonial Beach","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2008-2009","106","Colonial Heights City","English:Reading","N","Grade 3","SOL","English Reading","65","91","22","156","178","36.52","51.12","12.36","87.64","476"
"2008-2009","106","Colonial Heights City","English:Reading","N","Grade 4","SOL","English Reading","115","71","27","186","213","53.99","33.33","12.68","87.32","497"
"2008-2009","106","Colonial Heights City","English:Reading","N","Grade 5","SOL","English Reading","88","116","9","204","213","41.31","54.46","4.23","95.77","495"
"2008-2009","106","Colonial Heights City","English:Reading","N","Grade 6","SOL","English Reading","75","101","27","176","203","36.95","49.75","13.30","86.70","478"
"2008-2009","106","Colonial Heights City","English:Reading","N","Grade 7","SOL","English Reading","93","77","18","170","188","49.47","40.96","9.57","90.43","498"
